Mes,Scorecard,Decision,Rango Original,Casos,Sumas,Global (Preg.1.a)
200606,4,A,170-174,7129,1226124,170-174
200606,4,D,195-199,3941,776220,195-199
200606,3,A,240-244,116,28055,Mas de 219
200606,3,A,235-239,153,36254,Mas de 219
200606,4,A,210-214,9621,2039224,210-214
200606,4,A,230-234,4204,974849,Mas de 219
200606,4,D,145-149,4566,671002,Menos de 165
200606,3,A,155-159,395,62134,Menos de 165
200606,3,A,245-249,123,30344,Mas de 219
200606,2,A,125-129,2,251,Menos de 165
200606,3,A,185-189,924,172815,185-189
200606,2,A,205-209,230,47554,205-209
200606,4,D,165-169,8325,1391268,165-169
200606,2,A,210-214,146,30899,210-214
200606,3,A,120-124,30,3673,Menos de 165
200606,2,D,170-174,2522,433513,170-174
200606,4,D,160-164,7525,1219983,Menos de 165
200606,2,D,220-224,60,13297,Mas de 219
200606,4,D,215-219,1837,398615,215-219
200606,4,D,190-194,4465,857227,190-194
200606,4,A,175-179,10643,1885115,175-179
200606,2,D,230-234,7,1620,Mas de 219
200606,3,A,130-134,70,9237,Menos de 165
200606,2,A,220-224,42,9317,Mas de 219
200606,4,A,260-264,447,117014,Mas de 219
200606,4,A,130-134,319,42192,Menos de 165
200606,3,D,170-174,755,129823,170-174
200606,4,A,125-129,289,36843,Menos de 165
200606,2,D,245-249,2,491,Mas de 219
200606,2,A,170-174,713,122656,170-174
200606,3,D,135-139,341,46748,Menos de 165
200606,2,D,225-229,14,3181,Mas de 219
200606,3,D,140-144,401,56952,Menos de 165
200606,2,D,175-179,2085,368967,175-179
200606,2,A,140-144,12,1693,Menos de 165
200606,3,A,200-204,653,131765,200-204
200606,3,A,145-149,236,34707,Menos de 165
200606,2,A,135-139,9,1235,Menos de 165
200606,4,A,225-229,5555,1260433,Mas de 219
200606,3,A,165-169,614,102505,165-169
200606,4,D,180-184,5638,1025757,180-184
200606,3,D,250-254,31,7802,Mas de 219
200606,2,A,250-254,1,251,Mas de 219
200606,4,A,Menor que 120,116,13064,Mas de 219
200606,2,D,130-134,1311,173163,Menos de 165
200606,3,D,Mas de 264,12,3254,Mas de 219
200606,3,A,215-219,391,84830,215-219
200606,2,A,175-179,884,156442,175-179
200606,3,D,220-224,153,33932,Mas de 219
200606,3,D,205-209,295,61057,205-209
200606,3,A,255-259,50,12852,Mas de 219
200606,3,D,240-244,44,10654,Mas de 219
200606,3,D,125-129,211,26841,Menos de 165
200606,2,A,200-204,400,80671,200-204
200606,4,D,120-124,1143,139935,Menos de 165
200606,2,A,185-189,1042,194778,185-189
200606,4,D,210-214,2160,457620,210-214
200606,3,A,250-254,79,19894,Mas de 219
200606,3,A,160-164,449,72747,Menos de 165
200606,2,A,240-244,4,970,Mas de 219
200606,3,D,235-239,72,17060,Mas de 219
200606,4,D,230-234,827,191799,Mas de 219
200606,3,D,185-189,552,103230,185-189
200606,2,D,205-209,281,58109,205-209
200606,2,A,235-239,13,3087,Mas de 219
200606,3,A,195-199,777,152966,195-199
200606,3,A,140-144,167,23738,Menos de 165
200606,4,D,150-154,5256,798880,Menos de 165
200606,3,D,175-179,749,132608,175-179
200606,2,D,210-214,166,35121,210-214
200606,3,D,245-249,42,10363,Mas de 219
200606,4,A,140-144,811,115308,Menos de 165
200606,2,D,185-189,1665,311220,185-189
200606,3,A,180-184,1050,191166,180-184
200606,2,A,225-229,23,5216,Mas de 219
200606,4,A,Mas de 264,595,161688,Mas de 219
200606,4,D,245-249,271,66880,Mas de 219
200606,4,D,255-259,88,22588,Mas de 219
200606,4,A,135-139,650,89205,Menos de 165
200606,3,A,190-194,856,164400,190-194
200606,2,D,160-164,6566,1063514,Menos de 165
200606,3,A,170-174,754,129648,170-174
200606,4,D,130-134,1862,246272,Menos de 165
200606,4,D,155-159,6802,1067942,Menos de 165
200606,4,D,260-264,48,12559,Mas de 219
200606,2,D,140-144,2538,361210,Menos de 165
200606,2,A,195-199,610,120116,195-199
200606,3,D,225-229,125,28353,Mas de 219
200606,2,A,Menor que 120,1,119,Mas de 219
200606,3,D,145-149,572,84106,Menos de 165
200606,3,A,230-234,219,50796,Mas de 219
200606,3,A,210-214,519,109979,210-214
200606,4,A,205-209,11381,2353642,205-209
200606,3,A,220-224,282,62565,Mas de 219
200606,3,D,195-199,436,85854,195-199
200606,2,D,135-139,1699,233138,Menos de 165
200606,3,D,200-204,382,77150,200-204
200606,3,D,Menor que 120,315,34047,Mas de 219
200606,4,D,205-209,2847,588942,205-209
200606,2,A,165-169,189,31560,165-169
200606,2,A,145-149,26,3832,Menos de 165
200606,2,D,Menor que 120,305,35617,Mas de 219
200606,3,D,215-219,197,42750,215-219
200606,4,A,235-239,3056,723927,Mas de 219
200606,4,A,240-244,2209,534610,Mas de 219
200606,2,D,150-154,5349,812978,Menos de 165
200606,3,D,165-169,898,149810,165-169
200606,3,A,225-229,283,64181,Mas de 219
200606,2,A,215-219,87,18863,215-219
200606,4,A,185-189,12177,2277409,185-189
200606,4,A,155-159,2984,468948,Menos de 165
200606,2,A,160-164,216,35026,Menos de 165
200606,4,A,245-249,1720,424747,Mas de 219
200606,2,D,200-204,495,99787,200-204
200606,4,A,150-154,2038,309504,Menos de 165
200606,3,A,175-179,844,149403,175-179
200606,3,A,125-129,62,7875,Menos de 165
200606,2,A,190-194,883,169373,190-194
200606,2,D,240-244,1,243,Mas de 219
200606,2,D,235-239,1,237,Mas de 219
200606,4,A,120-124,111,13604,Menos de 165
200606,3,D,160-164,762,123460,Menos de 165
200607,4,D,200-204,3716,750657,200-204
200607,3,D,230-234,43,9973,Mas de 219
200607,2,D,180-184,1524,277424,180-184
200607,4,D,Menor que 120,1591,175042,Mas de 219
200607,3,D,210-214,123,26057,210-214
200607,2,A,220-224,39,8658,Mas de 219
200607,3,D,170-174,428,73565,170-174
200607,2,A,230-234,13,3014,Mas de 219
200607,2,A,210-214,120,25407,210-214
200607,3,D,250-254,16,4032,Mas de 219
200607,4,A,145-149,1166,171445,Menos de 165
200607,2,D,225-229,21,4757,Mas de 219
200607,4,D,140-144,3105,441097,Menos de 165
200607,2,D,125-129,911,115911,Menos de 165
200607,4,A,190-194,12555,2411878,190-194
200607,3,D,255-259,4,1031,Mas de 219
200607,2,A,170-174,658,113159,170-174
200607,3,D,220-224,67,14880,Mas de 219
200607,4,A,180-184,10182,1852685,180-184
200607,4,A,225-229,4840,1098135,Mas de 219
200607,2,D,215-219,69,14960,215-219
200607,3,A,Mas de 264,38,10238,Mas de 219
200607,3,A,260-264,23,6035,Mas de 219
200607,3,D,120-124,75,9131,Menos de 165
200607,3,A,155-159,83,13038,Menos de 165
200607,3,A,205-209,243,50320,205-209
200607,2,A,120-124,2,244,Menos de 165
200607,4,A,175-179,9762,1728949,175-179
200607,4,A,135-139,626,85892,Menos de 165
200607,4,D,130-134,1728,228489,Menos de 165
200607,2,D,170-174,3072,527663,170-174
200607,4,D,160-164,6586,1067875,Menos de 165
200607,4,D,185-189,4574,855017,185-189
200607,4,D,165-169,7095,1185591,165-169
200607,3,A,245-249,52,12814,Mas de 219
200607,2,D,175-179,1878,332079,175-179
200607,3,A,230-234,111,25734,Mas de 219
200607,4,D,145-149,4052,595571,Menos de 165
200607,2,D,190-194,1077,206720,190-194
200607,4,A,125-129,287,36560,Menos de 165
200607,3,A,210-214,186,39444,210-214
200607,4,A,195-199,12894,2538029,195-199
200607,3,A,255-259,26,6677,Mas de 219
200607,2,D,135-139,1976,271296,Menos de 165
200607,2,A,225-229,14,3166,Mas de 219
200607,3,A,185-189,305,57047,185-189
200607,3,D,215-219,98,21287,215-219
200607,2,A,205-209,230,47570,205-209
200607,2,A,215-219,81,17541,215-219
200607,3,A,240-244,57,13793,Mas de 219
200607,4,A,Menor que 120,113,12698,Mas de 219
200607,3,A,170-174,228,39260,170-174
200607,4,D,155-159,5699,894920,Menos de 165
200607,3,D,260-264,3,783,Mas de 219
200607,4,D,235-239,556,131707,Mas de 219
200607,3,A,145-149,45,6626,Menos de 165
200607,2,A,260-264,1,261,Mas de 219
200607,4,D,180-184,5218,949215,180-184
200607,3,D,225-229,49,11117,Mas de 219
200607,3,D,Mas de 264,6,1627,Mas de 219
200607,2,A,245-249,1,247,Mas de 219
200607,4,A,130-134,283,37408,Menos de 165
200607,3,A,140-144,37,5253,Menos de 165
200607,4,D,150-154,4533,688758,Menos de 165
200607,3,D,245-249,16,3948,Mas de 219
200607,2,A,125-129,3,380,Menos de 165
200607,4,D,190-194,4410,846760,190-194
200607,3,A,220-224,136,30195,Mas de 219
200607,2,A,255-259,1,256,Mas de 219
200607,3,D,135-139,208,28520,Menos de 165
200607,3,A,200-204,266,53720,200-204
200607,2,D,Menor que 120,419,48888,Mas de 219
200607,2,A,240-244,5,1205,Mas de 219
200607,3,A,120-124,10,1218,Menos de 165
200607,3,D,205-209,140,28964,205-209
200607,4,D,195-199,4036,794851,195-199
200607,2,A,135-139,9,1235,Menos de 165
200607,2,D,130-134,1575,208166,Menos de 165
200607,3,A,215-219,169,36695,215-219
200607,3,D,145-149,332,48773,Menos de 165
200607,3,A,165-169,185,30883,165-169
200607,4,D,220-224,1604,355942,Mas de 219
200607,2,A,175-179,736,130289,175-179
200607,3,A,250-254,42,10590,Mas de 219
200607,3,A,195-199,308,60695,195-199
200607,3,D,240-244,27,6528,Mas de 219
200607,3,D,125-129,131,16641,Menos de 165
200607,3,A,160-164,105,17022,Menos de 165
200607,2,A,200-204,359,72403,200-204
200607,2,D,155-159,6545,1027672,Menos de 165
200607,4,A,235-239,2655,628942,Mas de 219
200607,4,D,250-254,179,45093,Mas de 219
200607,4,D,230-234,924,214216,Mas de 219
200607,3,D,Menor que 120,151,16451,Mas de 219
200607,4,D,210-214,2381,504491,210-214
200607,2,A,195-199,577,113588,195-199
200607,4,A,260-264,383,100246,Mas de 219
200607,2,D,245-249,1,246,Mas de 219
200607,2,A,140-144,8,1142,Menos de 165
200607,2,D,205-209,209,43222,205-209
200607,4,A,Mas de 264,473,128719,Mas de 219
200607,3,D,140-144,236,33515,Menos de 165
200607,4,D,170-174,6468,1112455,170-174
200607,3,A,190-194,321,61628,190-194
200607,2,D,235-239,7,1654,Mas de 219
200607,2,A,160-164,149,24186,Menos de 165
200607,3,A,135-139,31,4255,Menos de 165
200607,3,D,130-134,186,24615,Menos de 165
200607,3,D,175-179,394,69766,175-179
200607,4,A,150-154,1813,275404,Menos de 165
200607,2,A,185-189,930,173867,185-189
200607,2,D,240-244,2,484,Mas de 219
200607,2,A,130-134,4,529,Menos de 165
200607,4,A,245-249,1504,371319,Mas de 219
200607,4,D,120-124,965,118187,Menos de 165
200607,3,D,195-199,209,41131,195-199
200607,4,A,205-209,10453,2161791,205-209
200607,2,A,165-169,120,20022,165-169
200607,3,A,225-229,146,33116,Mas de 219
200607,3,A,125-129,8,1017,Menos de 165
200607,3,D,185-189,304,56862,185-189
200607,3,D,160-164,397,64392,Menos de 165
200607,3,D,165-169,473,78943,165-169
200607,4,A,230-234,3739,866930,Mas de 219
200607,4,A,155-159,2653,416857,Menos de 165
200607,4,A,170-174,6037,1038264,170-174
200607,2,D,195-199,617,121452,195-199
200607,4,D,225-229,1213,275201,Mas de 219
200607,4,A,240-244,1984,480189,Mas de 219
200607,2,D,140-144,2925,416310,Menos de 165
200607,4,A,210-214,8756,1855870,210-214
200607,4,D,205-209,2780,575150,205-209
200607,2,A,145-149,26,3843,Menos de 165
200607,2,D,150-154,5637,856895,Menos de 165
200607,3,D,200-204,190,38354,200-204
200607,4,D,215-219,1866,404806,215-219
200607,3,D,235-239,34,8053,Mas de 219
200607,2,D,220-224,26,5773,Mas de 219
200607,2,A,180-184,913,166174,180-184
200607,2,A,155-159,61,9604,Menos de 165
200607,4,D,260-264,68,17809,Mas de 219
200607,4,D,Mas de 264,84,22816,Mas de 219
200607,2,D,230-234,8,1853,Mas de 219
200607,4,A,220-224,6217,1379603,Mas de 219
200607,3,A,130-134,21,2778,Menos de 165
200607,3,D,180-184,328,59771,180-184
200607,2,D,120-124,606,74140,Menos de 165
200607,4,A,255-259,640,164436,Mas de 219
200607,2,D,200-204,394,79487,200-204
200607,2,A,235-239,7,1657,Mas de 219
200607,3,D,190-194,228,43736,190-194
200607,3,A,Menor que 120,8,886,Mas de 219
200607,2,D,160-164,6104,988396,Menos de 165
200607,2,D,210-214,110,23283,210-214
200607,2,D,250-254,2,501,Mas de 219
200607,4,A,140-144,692,98456,Menos de 165
200607,4,D,245-249,295,72804,Mas de 219
200607,3,A,150-154,61,9279,Menos de 165
200607,2,A,150-154,35,5315,Menos de 165
200607,2,D,165-169,4533,755929,165-169
200607,2,D,185-189,1275,238317,185-189
200607,3,A,180-184,295,53734,180-184
200607,4,D,125-129,1391,176973,Menos de 165
200607,3,D,150-154,386,58684,Menos de 165
200607,3,A,175-179,199,35285,175-179
200607,4,D,255-259,135,34670,Mas de 219
200607,2,A,190-194,899,172507,190-194
200607,4,A,165-169,3702,619165,165-169
200607,4,D,240-244,406,98204,Mas de 219
200607,4,A,185-189,10846,2028633,185-189
200607,4,A,250-254,993,250145,Mas de 219
200607,4,A,160-164,3271,530948,Menos de 165
200607,2,D,145-149,4108,604590,Menos de 165
200607,3,D,155-159,392,61609,Menos de 165
200607,4,D,135-139,2241,307393,Menos de 165
200607,4,A,200-204,12681,2562202,200-204
200607,4,A,215-219,7241,1570736,215-219
200607,3,A,235-239,87,20633,Mas de 219
200607,4,A,120-124,89,10903,Menos de 165
200607,4,D,175-179,6836,1209921,175-179
200608,2,D,120-124,707,86532,Menos de 165
200608,4,D,160-164,7264,1177873,Menos de 165
200608,2,D,215-219,122,26410,215-219
200608,4,D,245-249,399,98499,Mas de 219
200608,2,D,185-189,1176,219849,185-189
200608,3,D,155-159,409,64314,Menos de 165
200608,4,A,170-174,4716,811046,170-174
200608,2,D,195-199,670,131979,195-199
200608,3,A,190-194,305,58538,190-194
200608,3,A,130-134,22,2913,Menos de 165
200608,2,A,155-159,23,3607,Menos de 165
200608,4,A,Mas de 264,396,107476,Mas de 219
200608,3,A,Menor que 120,12,1358,Mas de 219
200608,4,A,135-139,496,68038,Menos de 165
200608,4,D,125-129,1334,169843,Menos de 165
200608,4,A,140-144,562,79965,Menos de 165
200608,4,A,250-254,1023,257653,Mas de 219
200608,3,D,180-184,352,64132,180-184
200608,2,D,150-154,6296,957079,Menos de 165
200608,3,A,225-229,143,32430,Mas de 219
200608,4,A,195-199,11484,2260742,195-199
200608,3,D,150-154,351,53387,Menos de 165
200608,4,A,145-149,923,135785,Menos de 165
200608,3,A,205-209,245,50650,205-209
200608,3,A,230-234,100,23209,Mas de 219
200608,2,A,Menor que 120,1,119,Mas de 219
200608,3,A,210-214,230,48752,210-214
200608,3,A,155-159,92,14443,Menos de 165
200608,3,D,120-124,69,8415,Menos de 165
200608,3,D,Menor que 120,153,16864,Mas de 219
200608,2,D,140-144,3278,466407,Menos de 165
200608,2,D,135-139,2248,308491,Menos de 165
200608,3,D,215-219,105,22767,215-219
200608,4,D,Mas de 264,85,23054,Mas de 219
200608,2,A,190-194,888,170401,190-194
200608,4,D,260-264,76,19883,Mas de 219
200608,2,A,150-154,26,3958,Menos de 165
200608,2,D,180-184,1226,223018,180-184
200608,4,A,125-129,245,31247,Menos de 165
200608,3,D,190-194,257,49354,190-194
200608,4,A,255-259,678,174135,Mas de 219
200608,2,A,215-219,83,17978,215-219
200608,4,A,185-189,9954,1861832,185-189
200608,4,A,160-164,2797,453880,Menos de 165
200608,4,D,200-204,5435,1098202,200-204
200608,4,D,220-224,2280,505904,Mas de 219
200608,4,D,240-244,537,129956,Mas de 219
200608,4,D,235-239,792,187493,Mas de 219
200608,4,A,165-169,3187,532941,165-169
200608,2,D,170-174,2800,480999,170-174
200608,2,D,145-149,4635,682393,Menos de 165
200608,2,D,210-214,163,34479,210-214
200608,2,D,230-234,13,3020,Mas de 219
200608,2,A,235-239,6,1418,Mas de 219
200608,2,D,125-129,1024,130255,Menos de 165
200608,2,A,250-254,1,251,Mas de 219
200608,3,D,170-174,357,61319,170-174
200608,4,D,195-199,5696,1121399,195-199
200608,4,A,220-224,5921,1314000,Mas de 219
200608,2,A,120-124,1,124,Menos de 165
200608,4,D,175-179,7803,1381292,175-179
200608,3,D,130-134,179,23649,Menos de 165
200608,3,D,250-254,20,5045,Mas de 219
200608,4,A,180-184,8975,1633381,180-184
200608,3,A,260-264,19,4975,Mas de 219
200608,4,D,140-144,3360,477447,Menos de 165
200608,2,A,130-134,4,526,Menos de 165
200608,3,A,120-124,2,244,Menos de 165
200608,3,A,240-244,75,18144,Mas de 219
200608,2,D,220-224,59,13065,Mas de 219
200608,3,A,200-204,282,56962,200-204
200608,4,D,135-139,2366,324535,Menos de 165
200608,2,D,190-194,965,185189,190-194
200608,4,D,180-184,6701,1219068,180-184
200608,3,D,205-209,158,32711,205-209
200608,3,D,125-129,113,14383,Menos de 165
200608,3,D,230-234,50,11610,Mas de 219
200608,4,A,215-219,6928,1503263,215-219
200608,2,A,205-209,241,49808,205-209
200608,2,A,230-234,13,3003,Mas de 219
200608,3,D,255-259,9,2314,Mas de 219
200608,2,A,170-174,721,124026,170-174
200608,3,A,235-239,87,20626,Mas de 219
200608,4,A,175-179,7351,1302100,175-179
200608,3,D,210-214,147,31148,210-214
200608,4,D,225-229,1691,383588,Mas de 219
200608,4,D,165-169,7975,1332928,165-169
200608,4,D,145-149,4267,627196,Menos de 165
200608,2,A,210-214,142,30028,210-214
200608,4,A,190-194,10713,2057929,190-194
200608,3,A,150-154,66,10033,Menos de 165
200608,4,D,185-189,5891,1101297,185-189
200608,3,D,245-249,20,4939,Mas de 219
200608,4,A,225-229,4680,1061813,Mas de 219
200608,2,D,205-209,262,54170,205-209
200608,2,A,160-164,142,23054,Menos de 165
200608,2,D,240-244,5,1207,Mas de 219
200608,3,D,160-164,431,69886,Menos de 165
200608,2,A,245-249,1,247,Mas de 219
200608,2,D,235-239,6,1416,Mas de 219
200608,3,D,220-224,75,16618,Mas de 219
200608,3,A,255-259,21,5398,Mas de 219
200608,4,A,130-134,220,29055,Menos de 165
200608,3,A,250-254,46,11599,Mas de 219
200608,3,D,260-264,10,2612,Mas de 219
200608,3,A,140-144,33,4685,Menos de 165
200608,3,A,135-139,35,4805,Menos de 165
200608,2,D,175-179,1632,288445,175-179
200608,3,A,Mas de 264,20,5403,Mas de 219
200608,3,A,170-174,247,42501,170-174
200608,4,D,155-159,6310,990771,Menos de 165
200608,3,A,145-149,49,7214,Menos de 165
200608,3,A,165-169,196,32712,165-169
200608,3,A,125-129,18,2285,Menos de 165
200608,3,A,195-199,302,59440,195-199
200608,4,D,Menor que 120,1474,162464,Mas de 219
200608,3,D,175-179,370,65492,175-179
200608,3,A,185-189,340,63582,185-189
200608,3,D,200-204,173,34957,200-204
200608,4,A,210-214,8436,1788356,210-214
200608,4,D,190-194,6083,1168382,190-194
200608,4,A,230-234,3647,845620,Mas de 219
200608,4,A,205-209,9903,2047446,205-209
200608,2,D,130-134,1783,235460,Menos de 165
200608,4,D,150-154,5018,762566,Menos de 165
200608,3,D,235-239,32,7585,Mas de 219
200608,2,A,220-224,45,9977,Mas de 219
200608,2,A,200-204,391,78856,200-204
200608,3,D,240-244,32,7728,Mas de 219
200608,4,D,215-219,2620,568347,215-219
200608,2,D,225-229,30,6788,Mas de 219
200608,3,A,245-249,57,14079,Mas de 219
200608,2,A,240-244,4,966,Mas de 219
200608,3,A,160-164,124,20070,Menos de 165
200608,4,D,250-254,245,61758,Mas de 219
200608,2,D,165-169,4722,787425,165-169
200608,3,A,220-224,161,35744,Mas de 219
200608,2,A,185-189,933,174396,185-189
200608,2,D,200-204,448,90375,200-204
200608,4,A,245-249,1467,362137,Mas de 219
200608,3,A,180-184,356,64871,180-184
200608,2,A,195-199,609,119885,195-199
200608,3,D,225-229,61,13854,Mas de 219
200608,2,D,155-159,7625,1197293,Menos de 165
200608,3,D,Mas de 264,7,1942,Mas de 219
200608,2,A,175-179,837,148202,175-179
200608,4,A,260-264,375,98205,Mas de 219
200608,3,D,195-199,235,46287,195-199
200608,4,D,120-124,936,114676,Menos de 165
200608,3,D,140-144,232,32971,Menos de 165
200608,4,A,155-159,2224,349466,Menos de 165
200608,2,A,140-144,3,426,Menos de 165
200608,3,D,135-139,210,28795,Menos de 165
200608,2,D,160-164,6514,1054514,Menos de 165
200608,4,D,130-134,1712,226370,Menos de 165
200608,2,D,245-249,4,982,Mas de 219
200608,3,A,215-219,187,40573,215-219
200608,2,A,135-139,5,687,Menos de 165
200608,2,A,180-184,1019,185506,180-184
200608,4,A,120-124,79,9668,Menos de 165
200608,4,A,Menor que 120,86,9702,Mas de 219
200608,4,A,150-154,1508,229084,Menos de 165
200608,4,A,200-204,11527,2328798,200-204
200608,3,D,145-149,296,43471,Menos de 165
200608,2,A,145-149,11,1617,Menos de 165
200608,3,D,185-189,283,52926,185-189
200608,2,D,Menor que 120,469,54663,Mas de 219
200608,2,A,225-229,19,4307,Mas de 219
200608,4,D,205-209,4039,835474,205-209
200608,4,D,230-234,1150,266599,Mas de 219
200608,2,A,165-169,169,28208,165-169
200608,4,D,170-174,7174,1233716,170-174
